title,price,description,url,brand
Pincel Delineador Ponta Fina Kitty My Eyes N°15 - Océane,"R$ 41,00","Pincel Delineador Ponta Fina Kitty My Eyes N°15- Océane
O Pincel Delineador Ponta Fina Kitty My Eyes Nº 15 - Océane é um pincel delineador com cerdas firmes e ponta superfina, que ajuda a criar linhas definidas e precisas.",https://www.sunsetcosmeticos.com.br/produto/pincel-delineador-ponta-fina-kitty-my-eyes-n-15-oceane-1913,oceane
