title,price,description,url,brand
Creme para Pés - Joyous Feet Butter Vanilla - TB Care,"R$ 35,90","Creme para Pés - Joyous Feet Butter Vanilla - TB Care
Sinta seus pés macios, bem cuidados e nutridos com TB Care Joyous Feet. Fórmula enriquecida com manteiga de vanilla e blend de óleos de macadâmia, abacate, argan, coco e linhaça, nutrindo profundamente e reduzindo o ressecamento da pele áspera. Textura cremosa, toque seco e fórmula vegana",https://www.sunsetcosmeticos.com.br/produto/creme-para-pes-joyous-feet-butter-vanilla-tb-care-3179,tb_make
