title,price,description,url,brand
2 Mini Esponjas (Esculpir e Olhos) Com Suporte - Real Techniques,"R$ 139,90","2x de R$ 69,95 sem juros",https://www.sunsetcosmeticos.com.br/produto/2-mini-esponjas-esculpir-e-olhos-com-suporte-real-techniques-1456,real_techniques
