title,price,description,url,brand
Corretivo Líquido Hidratante Cor 10 - Tracta,"R$ 39,90","O Corretivo Líquido Hidratante - Tracta corrige, ilumina e hidrata a área dos olhos. Ele tem um acabamento luminoso e cobertura média.
Contém ativos hidratantes e antioxidantes que previne o envelhecimento e extrato de alga vermelha que minimiza as rugas, aumentando a elasticidade e hidratação da pele.
São 14 cores.",https://www.sunsetcosmeticos.com.br/produto/corretivo-liquido-hidratante-cor-10-tracta-1028,tracta
