title,price,description,url,brand
Pincel para Detalhe MS10 - Mariana Saad - Océane,"R$ 42,90","Pincel para Detalhe MS10 - Mariana Saad - Océane
O Pincel para Detalhe MS10 possui Cerdas Sintética é ideal para maquiar pontos específicos com precisão, sem borrar ou errar. Ideal para aplicar produtos líquidos, cremosos ou em pó. Também pode ser usado para esfumar pequenas áreas.",https://www.sunsetcosmeticos.com.br/produto/pincel-para-detalhe-ms10-mariana-saad-oceane-1897,mariana_saad
