title,price,description,url,brand
Esponja de Maquiagem Power BLENDER Purple - Practk,"R$ 59,90","Vamos misturar! Molhe, aperte e dê batidinhas para uma mistura perfeita usando o lado curvo e a base. Use a superfície plana para contornos, realces e ajustes precisos. A ponta super-pontiaguda é para aplicação detalhada e ocultação. Sem falhas.",https://www.sunsetcosmeticos.com.br/produto/esponja-de-maquiagem-power-blender-purple-practk-1717,practk
