title,price,description,url,brand
Nutrição Capilar - Sérum Capilar SOS - Hidratei,"R$ 159,90","2x de R$ 79,95 sem juros",https://www.sunsetcosmeticos.com.br/produto/nutricao-capilar-serum-capilar-sos-hidratei-2301,hidratei
